Unnamed: 0,CommitTimes
2298,4.255464892
2343,4.27278091
2391,4.330533592
2662,4.386266616
2659,4.392059843
2673,4.44445213
2651,4.481912899
2668,4.484352741
2665,4.5123092730000005
2161,4.5242967489999995
2388,4.533380978
2426,4.544298765
2653,4.545922718
2133,4.562335503
2927,4.587261117
2724,4.589618065
2402,4.59195594
2762,4.603819011000001
2891,4.609913152
2886,4.612855931
2302,4.617452415
2435,4.620000601
2201,4.642982123
2870,4.648171378
2117,4.68680789
2159,4.689300526999999
2888,4.70263018
2156,4.705130619
2128,4.710561391000001
2655,4.721703018
2851,4.722257249
2709,4.75921027
2112,4.767963989
2923,4.7680938589999995
2419,4.784936373
2245,4.78922456
2990,4.805935322
2800,4.820324695
2671,4.823704963
2744,4.829029533
2138,4.836599928
2860,4.839041541
2582,4.848705703
2966,4.848796859
2930,4.860149378
2911,4.873299503
2887,4.876555155
2661,4.880418663
2973,4.881910969
2429,4.882191527
2929,4.884997722
2769,4.892045509
2137,4.897603441
2155,4.899793412
2594,4.922295534
2475,4.926870768
2516,4.927170338
2154,4.928540798999999
2897,4.936559965
2118,4.944565296
2293,4.945790426
2879,4.946822887
2884,4.9488643130000005
2215,4.955190598
2392,4.958497899
2285,4.96182483
2139,4.967743278
2424,4.970224242
2876,4.973867174
2122,4.983880922
2771,4.984833298
2672,4.990431041
2102,4.994996775
2841,4.995258916
2780,4.996158994
2989,5.001937911000001
2924,5.002269257
2132,5.005957078
2131,5.029360032
2905,5.055596991
2765,5.057930425
2136,5.063460159
2571,5.069294993
2417,5.07097997
2107,5.074724026
2913,5.090331291
2517,5.090659071
2772,5.0931388580000005
2460,5.095396018
2100,5.103636961
2987,5.108700766
2418,5.124516321000001
2595,5.127984957
2752,5.136813148
2881,5.148482342
2108,5.154147885
2875,5.163061254
2401,5.168728561
2361,5.176154073999999
2899,5.177557692
2301,5.178498264
2840,5.190364316
2619,5.195641279
2801,5.197307744
2858,5.202933283
2414,5.206754076
2640,5.207191432
2587,5.210054157
2674,5.215553606
2230,5.221187251
2849,5.222739764
2922,5.229373115
2498,5.231439629
2756,5.23828838
2219,5.2386412689999995
2910,5.2465393339999995
2947,5.250228262
2628,5.273014952
2110,5.280278241
2145,5.286099343
2774,5.289178103999999
2422,5.293969851
2926,5.294552989
2093,5.3009646130000005
2292,5.303084599
2920,5.306252369
2847,5.309878573
2363,5.311908119
2427,5.313787625
2670,5.314468531
2890,5.332323086000001
2965,5.333056474
2134,5.334883442
2794,5.337078919
2979,5.338260994
2123,5.342581169
2779,5.349852601
2917,5.355432819
2839,5.35869238
2207,5.35871827
2125,5.375591965
2061,5.387417646
2581,5.392252034
2179,5.39316499
2226,5.402429033
2986,5.405593685
2452,5.406318122999999
2753,5.413174934
2790,5.413217275
2985,5.413679889
2893,5.415499492
2493,5.417224547000001
2129,5.4343161470000005
2735,5.437187001
2967,5.440318829
2763,5.441181793999999
2586,5.44174976
2743,5.4489448089999994
2515,5.462428544
2491,5.467242487999999
2734,5.4689001589999995
2723,5.4708551420000004
2712,5.471376263
2871,5.482526384
2453,5.486195288999999
2616,5.487124473
2856,5.490989739
2878,5.492160666
2583,5.4966307610000005
2988,5.505036913
2937,5.507010768
2364,5.508835607000001
2101,5.510063571
2764,5.51691121
2921,5.518305292000001
2883,5.52145999
2357,5.536343043
2874,5.5364902129999995
2867,5.5367786489999995
2678,5.5371557010000005
2543,5.5605718689999994
2980,5.61728669
2135,5.624444911
2675,5.625792271
2626,5.625800067999999
2828,5.6300431589999995
2820,5.63400767
2510,5.635385175
2623,5.642419767000001
2861,5.6426518979999996
2977,5.655594742999999
2441,5.664712866
2564,5.66651827
2902,5.679407854
2192,5.687218538
2834,5.688604474
2282,5.699031154
2601,5.711617501
2901,5.717954001
2889,5.728370047
2612,5.730223269
2885,5.73158855
2862,5.733484151
2853,5.73997513
2167,5.743733434
2585,5.752720831
2096,5.75667846
2868,5.759318564
2577,5.773303966
2545,5.775160327999999
2580,5.777962884
2694,5.78504582
2350,5.793259781000001
2160,5.79950628
2205,5.814219613
2711,5.828261695
2413,5.847030408999999
2903,5.856700807
2719,5.861322743
2195,5.864185378999999
2458,5.869468819
2906,5.871882447000001
2833,5.872549052
2315,5.884596144
2206,5.884648401000001
2523,5.898776046
2476,5.900098301
2428,5.904393677000001
2740,5.9049841679999995
2777,5.919944538999999
2173,5.921437141
2663,5.923042222
2589,5.92731943
2602,5.92746854
2925,5.932388146
2213,5.959784878
2127,5.963770351
2095,5.97158799
2130,5.9797225
2481,5.988262081
2443,5.993959683
2519,5.998026782999999
2438,6.009062029
2983,6.014571106
2584,6.028629232999999
2952,6.032178802000001
2063,6.0429678739999995
2189,6.044004711
2461,6.047363411
2754,6.048382212000001
2658,6.049327282999999
2789,6.057748716
2768,6.073538256
2494,6.076318412000001
2420,6.078937859
2613,6.080294853
2830,6.08629071
2591,6.090045579
2158,6.093083593999999
2539,6.0966840520000005
2869,6.099665272999999
2146,6.107338454
2656,6.111714267999999
2370,6.114916325
2895,6.1201075220000005
2574,6.126064838
2829,6.132964939
2778,6.164843552000001
2751,6.169280481
2184,6.169321152
2624,6.177943295
2559,6.183125757999999
2561,6.200160611
2825,6.201640353999999
2736,6.209579613
2212,6.210060707999999
2157,6.211941219
2217,6.214441218999999
2490,6.229241719
2432,6.237356652000001
2109,6.242740133
2283,6.255618566
2360,6.2575163179999995
2436,6.269901787
2758,6.276667102999999
2218,6.2817172139999995
2105,6.282682603
2332,6.283027447
2291,6.283821741000001
2608,6.291778157
2614,6.298803518
2750,6.340089777
2831,6.362419119
2898,6.36348417
2693,6.37926905
2877,6.381402305
2280,6.381798047
2958,6.38214326
2976,6.38715164
2430,6.409197718
2689,6.414674928999999
2821,6.42923299
2677,6.43048999
2299,6.43204903
2916,6.44329084
2197,6.453668577
2621,6.463873888999999
2534,6.466527565
2525,6.472061374
2900,6.47485205
2746,6.483034253
2757,6.492121349
2713,6.4950431129999995
2242,6.509448964
2609,6.514988036
2627,6.5168746639999995
2738,6.52005087
2928,6.524484499
2827,6.530494609
2604,6.535490236
2501,6.540274596000001
2434,6.544933452
2542,6.553724083
2276,6.555067257999999
2803,6.556369738
2733,6.561200928
2824,6.566799877999999
2324,6.579474993
2069,6.581943517999999
2495,6.590008534
2448,6.5914040510000005
2165,6.607231967000001
2787,6.63285724
2467,6.642128257
2909,6.655054495
2240,6.657506294
2784,6.65813132
2186,6.6682029720000005
2578,6.6685734210000005
2666,6.678888195
2187,6.6904410620000005
2289,6.696753211
2090,6.699830588999999
2904,6.7165215
2625,6.718630774
2912,6.7201680779999995
2556,6.739135987999999
2541,6.74410838
2809,6.748939407000001
2229,6.754388865
2739,6.7628224889999995
2247,6.770280906
2882,6.7795446120000005
2241,6.785681543
2818,6.7857687229999994
2971,6.787933055
2239,6.800735137
2842,6.80138485
2710,6.804890212999999
2865,6.81267063
2729,6.823434597
2812,6.843121463999999
2745,6.8497895479999995
2410,6.878864394
2381,6.886731245
2622,6.888627754
2775,6.934415832999999
2149,6.954483853999999
2570,6.957580935
2808,6.967320544
2797,6.98418499
2151,6.984407197
2237,6.998797539
2533,7.0009371389999995
2781,7.0183795
2089,7.021307823
2760,7.0440483679999994
2669,7.0475194320000005
2792,7.051688042
2807,7.05643185
2546,7.058754903
2782,7.061315119
2915,7.077855883
2742,7.105778026
2705,7.11553038
2446,7.139945422
2278,7.140351682
2497,7.163984223
2796,7.169795213
2872,7.17066911
2294,7.1769351729999995
2731,7.181469966
2761,7.185703687999999
2620,7.189418092
2362,7.201406305
2106,7.20379904
2836,7.205667973
2880,7.226327931
2326,7.236482872000001
2202,7.241790829
2535,7.25095463
2588,7.293128285
2531,7.30336394
2185,7.325606518
2832,7.346923094
2141,7.38570802
2863,7.3873716510000005
2367,7.387796442999999
2329,7.387970366
2843,7.403221883
2407,7.403273506000001
2667,7.454311173
2126,7.476770277999999
2579,7.477260236
2961,7.4945141710000005
2715,7.502236296
2528,7.511007762999999
2806,7.548323621000001
2284,7.550699375
2411,7.55223317
2508,7.556341427
2737,7.558724278
2114,7.559694202
2440,7.5633630620000005
2359,7.571653096
2547,7.593255973
2371,7.593850869
2068,7.595501885
2991,7.60504783
2505,7.608295871
2948,7.6293046
2767,7.634956117000001
2766,7.649145596
2647,7.666144688999999
2845,7.668787217999999
2468,7.675309829
2555,7.6839308079999995
2064,7.687025322
2243,7.687033912
2935,7.696330175
2221,7.707289769
2099,7.726701622999999
2372,7.733600322999999
2307,7.763691038999999
2094,7.7690809860000005
2471,7.769365944
2914,7.7844823970000006
2183,7.802713838
2220,7.823578062999999
2708,7.852161398
2421,7.86446706
2697,7.867161162
2124,7.883596592000001
2120,7.9103860610000005
2365,7.911094927000001
2512,7.935474761
2394,7.945185122000001
2228,7.953090173
2749,7.958278305
2317,7.972123562
2855,7.976115644
2194,7.9899619589999995
2945,8.019761158
2288,8.022917047
2791,8.030573133999999
2286,8.06986538
2646,8.07124455
2838,8.083633139
2748,8.117484702999999
2279,8.17289999
2654,8.192987705
2573,8.198429757000001
2776,8.211861517
2732,8.215495297999999
2204,8.222943007000001
2433,8.259846769
2551,8.302933283
2379,8.303514335
2492,8.303760609
2253,8.32945386
2250,8.342393797
2483,8.361537718
2720,8.370744673999999
2698,8.406241555
2415,8.407406989
2297,8.42412659
2193,8.42540834
2802,8.42607578
2643,8.457498717
2404,8.466794888999999
2403,8.488286292
2846,8.494301083
2955,8.524351162
2817,8.545829422
2811,8.589213155
2652,8.590648029
2312,8.606835787
2704,8.622826687
2615,8.63011943
2544,8.658092607999999
2338,8.660381645
2835,8.670771857
2934,8.715830137000001
2248,8.715956725
2618,8.725306695
2560,8.731422493
2236,8.732106165
2466,8.745095016
2701,8.760809073999999
2730,8.784117635
2532,8.808071326
2482,8.822659216
2322,8.82490036
2770,8.860032232
2567,8.870339956
2509,8.875368731
2953,8.875756179
2707,8.904586639
2852,8.960497587
2741,8.987305833999999
2518,9.020991259
2454,9.026113066
2981,9.042068306
2946,9.052127837999999
2717,9.073942392000001
2423,9.075917122
2244,9.081753277
2759,9.093404061000001
2514,9.09547522
2521,9.103292871
2164,9.111000882999999
2837,9.117106975
2442,9.122044577999999
2474,9.14990633
2469,9.190823895
2549,9.205709307000001
2695,9.223624064
2617,9.231900428
2457,9.246581248
2783,9.252398497
2314,9.28163792
2536,9.289961618
2439,9.292342866
2447,9.319617416
2409,9.334863608
2714,9.362221767000001
2168,9.365390332
2275,9.369206593
2944,9.384622365
2223,9.39949269
2251,9.442696833
2786,9.466518717000001
2680,9.525362549
2437,9.543457515
2273,9.579651129
2550,9.582666458
2104,9.608348426000001
2645,9.626892469
2810,9.681654151
2788,9.688934195
2598,9.706269727999999
2227,9.77194703
2091,9.77839119
2266,9.79657785
2349,9.803104753
2726,9.849025809
2393,9.869401061
2826,9.885679543
2957,9.917706371
2575,9.918122575
2866,9.926350024
2119,9.956371659
2385,9.965692297999999
2918,9.967488836
2538,9.993841753
2425,10.00260473
2306,10.03334791
2557,10.05147704
2067,10.07501076
2728,10.09568351
2340,10.09962644
2175,10.11496846
2377,10.16430993
2562,10.18126932
2974,10.22051879
2600,10.224657800000001
2456,10.28645586
2148,10.31224007
2894,10.35428617
2969,10.3799913
2975,10.38660399
2605,10.38734466
2850,10.42436614
2171,10.43893462
2477,10.48738039
2464,10.50506646
2449,10.5181466
2147,10.61752828
2178,10.63297458
2502,10.63433872
2642,10.64207776
2823,10.665600099999999
2358,10.67001512
2463,10.68947554
2431,10.69662772
2486,10.74247709
2873,10.74886123
2353,10.74889943
2511,10.80281329
2303,10.8134358
2606,10.93417815
2405,10.97791466
2341,10.99992576
2747,11.01704443
2246,11.03270916
2815,11.06730934
2116,11.06856939
2408,11.07273353
2631,11.15444824
2111,11.16957106
2308,11.16968023
2942,11.21713087
2940,11.27205327
2688,11.28083391
2938,11.32483688
2499,11.34573626
2295,11.39143869
2222,11.39583601
2638,11.44407254
2487,11.44742691
2459,11.45392705
2216,11.53986775
2473,11.54119856
2103,11.56962377
2657,11.5815769
2960,11.65160296
2142,11.67908808
2451,11.7140529
2692,11.71849451
2081,11.75273386
2416,11.75321261
2348,11.81942103
2086,11.82024799
2819,11.82607419
2406,11.87186535
2854,11.92467751
2650,11.95945485
2597,11.9759181
2369,12.0188376
2445,12.03451041
2182,12.03532092
2816,12.06203751
2320,12.06231662
2225,12.06708818
2814,12.10099186
2354,12.119630800000001
2634,12.17245189
2503,12.18885615
2384,12.22777575
2956,12.22985204
2798,12.29517644
2558,12.31401632
2153,12.32862585
2444,12.36058763
2345,12.36484764
2941,12.377856900000001
2939,12.39461573
2321,12.39776042
2607,12.42798353
2383,12.55586505
2793,12.58375525
2540,12.59978731
2344,12.61057848
2311,12.614754300000001
2636,12.71594646
2252,12.72422832
2396,12.72585739
2632,12.78803466
2649,12.81346141
2554,12.85615528
2265,12.89869251
2352,12.91095414
2208,12.91318984
2968,12.9208409
2465,13.00765874
2592,13.04959572
2804,13.08590577
2399,13.10728078
2687,13.18915955
2864,13.19475269
2470,13.206308400000001
2696,13.32374643
2331,13.43091751
2599,13.4399624
2277,13.45322114
2395,13.52910547
2177,13.53267341
2249,13.54731395
2196,13.55487634
2513,13.56765319
2488,13.59415274
2681,13.60247913
2309,13.61777178
2530,13.64650473
2287,13.66244269
2300,13.69800114
2113,13.80234767
2844,13.81032954
2290,13.88274621
2472,14.06555181
2480,14.16555575
2305,14.29141671
2080,14.36206174
2304,14.38689846
2954,14.43735397
2455,14.43875773
2641,14.44931829
2529,14.49052575
2500,14.53311822
2610,14.56057118
2896,14.57454599
2374,14.626688099999999
2684,14.64616241
2281,14.66654448
2590,14.73143018
2676,14.778967800000002
2224,14.79432966
2389,14.7961209
2959,14.81291023
2373,14.83459814
2660,14.84494627
2214,14.94297919
2706,14.94547114
2065,14.95442821
2238,15.00531424
2319,15.0330702
2522,15.06182061
2691,15.09539785
2639,15.23584042
2150,15.23652247
2799,15.27137457
2950,15.37182126
2140,15.38441959
2235,15.46824386
2725,15.473680300000002
2553,15.50952652
2489,15.54021025
2984,15.60183703
2563,15.62230253
2679,15.79791326
2115,15.79796747
2152,15.81420287
2382,15.84825871
2648,15.92144556
2951,15.93006536
2813,15.96105281
2805,16.070071300000002
2703,16.13159554
2172,16.14625676
2346,16.15982231
2181,16.18262246
2755,16.22379147
2169,16.24178343
2330,16.28254497
2121,16.45584047
2347,16.48822007
2537,16.49276879
2166,16.50617777
2296,16.5597394
2387,16.68010305
2478,16.75484578
2334,16.75968026
2552,16.77090287
2848,16.81090289
2972,16.91445529
2376,16.9958521
2390,17.15646108
2450,17.19072319
2572,17.28757239
2686,17.28979605
2785,17.3296548
2335,17.33712845
2378,17.50407542
2822,17.51251056
2978,17.71871178
2683,17.82099994
2566,18.01726298
2327,18.02614655
2174,18.33474304
2356,18.44810461
2368,18.55534409
2400,18.68471984
2970,18.79035329
2313,18.86721367
2633,18.98452355
2629,19.12344716
2233,19.23353555
2962,19.43312418
2462,19.74617226
2630,19.96085736
2857,19.97043902
2412,20.02031627
2727,20.05892426
2231,20.38321616
2232,20.91681332
2097,20.94570632
2323,20.96043122
2375,21.0559435
2188,21.23397096
2963,21.2629462
2254,21.30510801
2210,21.4712392
2203,21.55209823
2336,21.79057809
2209,21.91751233
2351,21.94473628
2685,22.44293328
2200,22.87311124
2342,23.21521402
2859,23.24817615
2496,23.3315402
2085,23.42791292
2176,23.52868189
2485,23.5451182
2386,23.54819353
2690,23.71387083
2892,24.02539662
2795,24.12439193
2328,24.41300819
2527,24.50337887
2318,24.54924301
2964,24.93961949
2337,25.12767137
2576,25.18459099
2484,25.23195613
2088,25.32942656
2603,25.35650238
2316,25.42058058
2520,25.43724971
2264,25.5638295
2644,25.56882026
2234,25.69921152
2635,25.79129084
2098,25.84139616
2190,25.85244931
2163,26.37030565
2716,26.39532004
2721,27.13563726
2355,27.26346773
2718,27.31918233
2565,28.11929851
2333,28.13860034
2070,28.95455723
2524,29.58098522
2162,29.86388214
2699,30.31692905
2593,30.40002761
2211,31.00313942
2092,31.3243305
2682,32.62892771
2702,32.75134549
2397,33.07633211
2506,33.44240049
2084,33.88725781
2325,33.94636237
2548,34.23806079
2087,35.71063437
2339,37.16473320000001
2908,37.76117316
2180,38.12611982
2773,39.33033567
2637,43.02779085
2479,43.08219043
2936,46.54513683
2310,47.18818492
2198,47.27812105
2526,47.48707331
2722,47.73473539
2949,53.70024482
2398,54.13661537
2504,54.19091137
2199,58.19663034
